sku,name,category,subcategory,brand,supplier,base_price,cost,moq,warranty_months
SKU-00613,Argo Hytos Data Loggers 882,Instrumentación,Data Loggers,Argo Hytos,Tecfluid Norte,407393.0,295767.0,2,24.0
SKU-00614,Rexroth Pistones Radiales 775,Bombas Hidráulicas,Pistones Radiales,Rexroth,Andes Motion,2108003.0,1568354.0,1,
SKU-00615,Bucher Hydraulics Direccional 775,Válvulas,Direccional,Bucher Hydraulics,Andes Motion,129228.0,90201.0,1,24.0
SKU-00616,Bucher Hydraulics Agua-Aceite 731,Enfriadores,Agua-Aceite,Bucher Hydraulics,Pacific Seal Supply,1730550.0,1408668.0,2,24.0
SKU-00617,Webtec Izado 697,Winches,Izado,Webtec,Tecfluid Norte,837832.0,694563.0,5,12.0
SKU-00618,Calzoni Pistones Axiales 340,Bombas Hidráulicas,Pistones Axiales,Calzoni,Hydroline Andina,2012445.0,1450973.0,1,36.0
SKU-00619,Marzocchi Izado 433,Winches,Izado,Marzocchi,Hydroline Andina,5507140.0,4912369.0,2,6.0
SKU-00620,Scanreco Pistones Radiales 424,Bombas Hidráulicas,Pistones Radiales,Scanreco,Pacific Seal Supply,2389205.0,1942424.0,2,24.0
SKU-00621,Calzoni Pistones 930,Acumuladores,Pistones,Calzoni,Tecfluid Norte,893005.0,665289.0,1,12.0
SKU-00622,Commercial Hydraulics Izado 371,Winches,Izado,Commercial Hydraulics,Pacific Seal Supply,2147365.0,1683534.0,1,24.0
SKU-00623,Marzocchi Pistones Axiales 168,Bombas Hidráulicas,Pistones Axiales,Marzocchi,Andes Motion,3650023.0,2847018.0,1,24.0
SKU-00624,Scanreco Tomas de Fuerza 420,Accesorios y Acoples,Tomas de Fuerza,Scanreco,Maestranza Integral,90093.0,69011.0,2,18.0
SKU-00625,Calzoni Proporcionales 628,Comandos Direccionales,Proporcionales,Calzoni,Tecfluid Norte,1607414.0,1256998.0,1,
SKU-00626,Argo Hytos Reductores Planetarios 161,Mandos Finales,Reductores Planetarios,Argo Hytos,Industrial Flow Partners,7727243.0,6266794.0,10,24.0
SKU-00627,Bezares Agua-Aceite 980,Enfriadores,Agua-Aceite,Bezares,Andes Motion,423326.0,364060.0,2,18.0
SKU-00628,Argo Hytos Pistones 253,Motores Hidráulicos,Pistones,Argo Hytos,Andes Motion,1481287.0,1248725.0,1,18.0
SKU-00629,Sun Hydraulics Direccionales Múltiples 379,Comandos Direccionales,Direccionales Múltiples,Sun Hydraulics,Tecfluid Norte,1224700.0,938120.0,5,
SKU-00630,Olaer Reductores Planetarios 185,Mandos Finales,Reductores Planetarios,Olaer,Tecfluid Norte,5542429.0,4871795.0,2,
SKU-00631,Webtec Accesorios Estanque 841,Filtros,Accesorios Estanque,Webtec,Hydroline Andina,108864.0,72830.0,1,18.0
SKU-00632,Rexroth Reductores Planetarios 343,Mandos Finales,Reductores Planetarios,Rexroth,Pacific Seal Supply,6088259.0,4797548.0,2,18.0
SKU-00633,KTR Acoples Rotex 209,Accesorios y Acoples,Acoples Rotex,KTR,Tecfluid Norte,208922.0,135173.0,1,18.0
SKU-00634,Olaer Reductores Planetarios 424,Mandos Finales,Reductores Planetarios,Olaer,Andes Motion,3740304.0,2977282.0,2,36.0
SKU-00635,Bucher Hydraulics Agua-Aceite 476,Enfriadores,Agua-Aceite,Bucher Hydraulics,Industrial Flow Partners,605741.0,511245.0,1,12.0
SKU-00636,Brevini Cartridge 665,Válvulas,Cartridge,Brevini,Hydroline Andina,677142.0,478739.0,5,36.0
SKU-00637,Bezares Vejiga 502,Acumuladores,Vejiga,Bezares,Industrial Flow Partners,253316.0,186694.0,2,
SKU-00638,Poclain Control Flujo 931,Válvulas,Control Flujo,Poclain,Maestranza Integral,255503.0,172209.0,2,36.0
SKU-00639,Danfoss Izado 961,Winches,Izado,Danfoss,Tecfluid Norte,5265445.0,4217621.0,2,36.0
SKU-00640,Rexroth Alta Presión 880,Filtros,Alta Presión,Rexroth,Maestranza Integral,86230.0,55963.0,2,18.0
SKU-00641,FaberCom Paleta 261,Bombas Hidráulicas,Paleta,FaberCom,Industrial Flow Partners,742001.0,605473.0,5,24.0
SKU-00642,Denison Monoblock 277,Comandos Direccionales,Monoblock,Denison,Pacific Seal Supply,1752093.0,1280780.0,2,36.0
SKU-00643,KTR Recuperación 123,Winches,Recuperación,KTR,Tecfluid Norte,1592650.0,1353752.0,2,24.0
SKU-00644,Poclain Agua-Aceite 366,Enfriadores,Agua-Aceite,Poclain,Andes Motion,516792.0,407749.0,2,24.0
SKU-00645,Bezares Reductores Planetarios 606,Mandos Finales,Reductores Planetarios,Bezares,Maestranza Integral,7620153.0,6751456.0,2,18.0
SKU-00646,Argo Hytos Engranaje 976,Motores Hidráulicos,Engranaje,Argo Hytos,Maestranza Integral,4741051.0,3669573.0,2,18.0
SKU-00647,Argo Hytos Monoblock 368,Comandos Direccionales,Monoblock,Argo Hytos,Tecfluid Norte,1849565.0,1520342.0,1,
SKU-00648,FaberCom Monoblock 431,Comandos Direccionales,Monoblock,FaberCom,Maestranza Integral,999738.0,746804.0,1,18.0
SKU-00649,Argo Hytos Displays 153,Control y Electrónica,Displays,Argo Hytos,Industrial Flow Partners,491020.0,373666.0,1,
SKU-00650,Bucher Hydraulics Presión 146,Filtros,Presión,Bucher Hydraulics,Tecfluid Norte,119635.0,67235.0,5,36.0
SKU-00651,Hydac Pistones Axiales 283,Bombas Hidráulicas,Pistones Axiales,Hydac,Pacific Seal Supply,1807079.0,1308325.0,2,24.0
SKU-00652,Hydac Direccional 245,Válvulas,Direccional,Hydac,Andes Motion,746003.0,500568.0,2,36.0
SKU-00653,KTR Cartridge 540,Válvulas,Cartridge,KTR,Hydroline Andina,783350.0,575762.0,2,36.0
SKU-00654,Brevini Control Flujo 773,Válvulas,Control Flujo,Brevini,Tecfluid Norte,425654.0,317538.0,2,6.0
SKU-00655,Danfoss Izado 546,Winches,Izado,Danfoss,Maestranza Integral,1317414.0,1148785.0,2,6.0
SKU-00656,Danfoss Orbitales 987,Motores Hidráulicos,Orbitales,Danfoss,Andes Motion,1911297.0,1506102.0,2,
SKU-00657,Bezares Reductores Planetarios 699,Mandos Finales,Reductores Planetarios,Bezares,Hydroline Andina,2266883.0,1963121.0,2,24.0
SKU-00658,Parker Monoblock 436,Comandos Direccionales,Monoblock,Parker,Pacific Seal Supply,1945097.0,1600815.0,1,18.0
SKU-00659,Rexroth Pistones Axiales 571,Bombas Hidráulicas,Pistones Axiales,Rexroth,Andes Motion,1774979.0,1297510.0,5,6.0
SKU-00660,FaberCom Displays 563,Control y Electrónica,Displays,FaberCom,Industrial Flow Partners,1148482.0,846431.0,1,36.0
SKU-00661,Denison Accesorios Estanque 716,Filtros,Accesorios Estanque,Denison,Maestranza Integral,104687.0,61765.0,1,36.0
SKU-00662,Calzoni Diafragma 266,Acumuladores,Diafragma,Calzoni,Tecfluid Norte,332775.0,241262.0,1,
SKU-00663,Webtec Vejiga 417,Acumuladores,Vejiga,Webtec,Industrial Flow Partners,1148633.0,878704.0,2,18.0
SKU-00664,Denison Recuperación 587,Winches,Recuperación,Denison,Tecfluid Norte,4160362.0,3328290.0,2,18.0
SKU-00665,Brevini Proporcionales 195,Válvulas,Proporcionales,Brevini,Andes Motion,94922.0,71002.0,1,18.0
SKU-00666,FaberCom Pistones Axiales 637,Bombas Hidráulicas,Pistones Axiales,FaberCom,Industrial Flow Partners,1125401.0,866559.0,10,24.0
SKU-00667,FaberCom Orbitales 961,Motores Hidráulicos,Orbitales,FaberCom,Andes Motion,580079.0,450141.0,1,36.0
SKU-00668,Scanreco Monoblock 196,Comandos Direccionales,Monoblock,Scanreco,Tecfluid Norte,1473115.0,1129879.0,1,24.0
SKU-00669,Bezares Manómetros 963,Instrumentación,Manómetros,Bezares,Tecfluid Norte,363774.0,249185.0,2,6.0
SKU-00670,Poclain Diafragma 927,Acumuladores,Diafragma,Poclain,Andes Motion,1324993.0,1074569.0,2,36.0
SKU-00671,Commercial Hydraulics Control Flujo 105,Válvulas,Control Flujo,Commercial Hydraulics,Maestranza Integral,168443.0,116731.0,1,18.0
SKU-00672,Parker Diafragma 731,Acumuladores,Diafragma,Parker,Maestranza Integral,1011237.0,798877.0,2,12.0
SKU-00673,Webtec Alta Presión 979,Filtros,Alta Presión,Webtec,Hydroline Andina,22010.0,16441.0,1,36.0
SKU-00674,Bucher Hydraulics Paleta 574,Bombas Hidráulicas,Paleta,Bucher Hydraulics,Industrial Flow Partners,781421.0,657175.0,1,
SKU-00675,Scanreco Reductores Planetarios 980,Mandos Finales,Reductores Planetarios,Scanreco,Hydroline Andina,1638504.0,1297695.0,2,18.0
SKU-00676,Argo Hytos Caudalímetros 830,Instrumentación,Caudalímetros,Argo Hytos,Tecfluid Norte,354575.0,239338.0,1,
SKU-00677,Bucher Hydraulics Vejiga 625,Acumuladores,Vejiga,Bucher Hydraulics,Industrial Flow Partners,901699.0,680783.0,1,18.0
SKU-00678,Sun Hydraulics Tomas de Fuerza 527,Accesorios y Acoples,Tomas de Fuerza,Sun Hydraulics,Industrial Flow Partners,19873.0,15441.0,1,12.0
SKU-00679,Bucher Hydraulics Sensores Presión 296,Instrumentación,Sensores Presión,Bucher Hydraulics,Pacific Seal Supply,565210.0,422777.0,1,6.0
SKU-00680,FaberCom Manómetros 234,Instrumentación,Manómetros,FaberCom,Maestranza Integral,319352.0,227379.0,5,36.0
SKU-00681,Scanreco Control Presión 807,Válvulas,Control Presión,Scanreco,Industrial Flow Partners,530688.0,402792.0,1,24.0
SKU-00682,Bucher Hydraulics Joystick 314,Control y Electrónica,Joystick,Bucher Hydraulics,Maestranza Integral,249285.0,198929.0,2,18.0
SKU-00683,Parker Agua-Aceite 445,Enfriadores,Agua-Aceite,Parker,Tecfluid Norte,1779676.0,1484250.0,5,
SKU-00684,Brevini Diafragma 888,Acumuladores,Diafragma,Brevini,Maestranza Integral,251377.0,206381.0,2,12.0
SKU-00685,Denison Agua-Aceite 961,Enfriadores,Agua-Aceite,Denison,Industrial Flow Partners,1766337.0,1414836.0,1,18.0
SKU-00686,Brevini Engranaje 745,Motores Hidráulicos,Engranaje,Brevini,Pacific Seal Supply,3954350.0,2993443.0,1,24.0
SKU-00687,Bezares Engranaje 257,Motores Hidráulicos,Engranaje,Bezares,Maestranza Integral,3696077.0,2912509.0,2,36.0
SKU-00688,KTR Izado 585,Winches,Izado,KTR,Maestranza Integral,1176409.0,1030534.0,1,6.0
SKU-00689,Hydac Retorno 255,Filtros,Retorno,Hydac,Maestranza Integral,17546.0,11861.0,2,36.0
SKU-00690,Sun Hydraulics Agua-Aceite 470,Enfriadores,Agua-Aceite,Sun Hydraulics,Maestranza Integral,1633272.0,1349083.0,2,24.0
SKU-00691,Denison Pistones Radiales 890,Bombas Hidráulicas,Pistones Radiales,Denison,Hydroline Andina,3271672.0,2607523.0,2,12.0
SKU-00692,Danfoss Reductores Planetarios 830,Mandos Finales,Reductores Planetarios,Danfoss,Andes Motion,6266185.0,5144538.0,5,
SKU-00693,Webtec Recuperación 452,Winches,Recuperación,Webtec,Andes Motion,2711015.0,2217610.0,5,36.0
SKU-00694,Hydac Pistones Axiales 733,Bombas Hidráulicas,Pistones Axiales,Hydac,Pacific Seal Supply,4153960.0,3190241.0,1,24.0
SKU-00695,Bezares Izado 842,Winches,Izado,Bezares,Industrial Flow Partners,2724781.0,2386908.0,1,24.0
SKU-00696,Hydac Microcontroladores 128,Control y Electrónica,Microcontroladores,Hydac,Pacific Seal Supply,376517.0,303849.0,2,36.0
SKU-00697,Sun Hydraulics Agua-Aceite 619,Enfriadores,Agua-Aceite,Sun Hydraulics,Tecfluid Norte,1494042.0,1123520.0,1,12.0
SKU-00698,Danfoss Spin-On 341,Filtros,Spin-On,Danfoss,Industrial Flow Partners,113430.0,74864.0,1,18.0
SKU-00699,Bezares Microcontroladores 855,Control y Electrónica,Microcontroladores,Bezares,Tecfluid Norte,377216.0,267823.0,2,36.0
SKU-00700,KTR Direccionales Múltiples 948,Comandos Direccionales,Direccionales Múltiples,KTR,Pacific Seal Supply,1506038.0,1094890.0,1,6.0
SKU-00701,Poclain Diafragma 512,Acumuladores,Diafragma,Poclain,Hydroline Andina,683339.0,569221.0,1,12.0
SKU-00702,Olaer Tomas de Fuerza 943,Accesorios y Acoples,Tomas de Fuerza,Olaer,Pacific Seal Supply,127213.0,89558.0,2,36.0
SKU-00703,Hydac Reductores Planetarios 584,Mandos Finales,Reductores Planetarios,Hydac,Maestranza Integral,4290304.0,3625307.0,1,36.0
SKU-00704,Casappa Paleta 396,Bombas Hidráulicas,Paleta,Casappa,Tecfluid Norte,4159383.0,3581229.0,1,
SKU-00705,Rexroth Paleta 703,Bombas Hidráulicas,Paleta,Rexroth,Tecfluid Norte,1476422.0,1210666.0,1,6.0
SKU-00706,Webtec Diafragma 991,Acumuladores,Diafragma,Webtec,Tecfluid Norte,386126.0,287278.0,1,24.0
SKU-00707,Bucher Hydraulics Pistones Radiales 953,Bombas Hidráulicas,Pistones Radiales,Bucher Hydraulics,Pacific Seal Supply,1497203.0,1209740.0,2,18.0
SKU-00708,Denison Campanas 919,Accesorios y Acoples,Campanas,Denison,Pacific Seal Supply,160933.0,103480.0,1,36.0
SKU-00709,Calzoni Tomas de Fuerza 190,Accesorios y Acoples,Tomas de Fuerza,Calzoni,Maestranza Integral,225560.0,162178.0,2,36.0
SKU-00710,Marzocchi Reductores Planetarios 297,Mandos Finales,Reductores Planetarios,Marzocchi,Industrial Flow Partners,6532343.0,5323860.0,1,36.0
SKU-00711,Marzocchi Acoples Rotex 284,Accesorios y Acoples,Acoples Rotex,Marzocchi,Pacific Seal Supply,51402.0,35673.0,1,36.0
SKU-00712,Argo Hytos Pistones Axiales 511,Bombas Hidráulicas,Pistones Axiales,Argo Hytos,Maestranza Integral,3759154.0,2804329.0,1,24.0
SKU-00713,Bucher Hydraulics Acoples Rotex 217,Accesorios y Acoples,Acoples Rotex,Bucher Hydraulics,Hydroline Andina,88289.0,66040.0,5,18.0
SKU-00714,Commercial Hydraulics Pistones 160,Motores Hidráulicos,Pistones,Commercial Hydraulics,Tecfluid Norte,891364.0,754985.0,2,18.0
SKU-00715,Commercial Hydraulics Adaptadores 364,Accesorios y Acoples,Adaptadores,Commercial Hydraulics,Hydroline Andina,179759.0,130505.0,1,18.0
SKU-00716,Danfoss Diafragma 217,Acumuladores,Diafragma,Danfoss,Maestranza Integral,420265.0,324445.0,5,24.0
SKU-00717,KTR Cartridge 700,Válvulas,Cartridge,KTR,Andes Motion,453669.0,367018.0,1,
SKU-00718,Sun Hydraulics Planetarios 612,Winches,Planetarios,Sun Hydraulics,Pacific Seal Supply,4083530.0,3613924.0,2,
SKU-00719,Bezares Direccionales Múltiples 101,Comandos Direccionales,Direccionales Múltiples,Bezares,Pacific Seal Supply,2465035.0,1806871.0,2,24.0
SKU-00720,Commercial Hydraulics Manómetros 459,Instrumentación,Manómetros,Commercial Hydraulics,Hydroline Andina,64300.0,42567.0,2,36.0
SKU-00721,Marzocchi Planetarios 815,Winches,Planetarios,Marzocchi,Pacific Seal Supply,2047212.0,1803594.0,1,12.0
SKU-00722,Casappa Engranaje 750,Motores Hidráulicos,Engranaje,Casappa,Tecfluid Norte,4415741.0,3766627.0,2,36.0
SKU-00723,Olaer Control Presión 236,Válvulas,Control Presión,Olaer,Maestranza Integral,538265.0,411773.0,2,
SKU-00724,Brevini Planetarios 906,Winches,Planetarios,Brevini,Andes Motion,523536.0,470659.0,2,18.0
SKU-00725,Poclain Recuperación 485,Winches,Recuperación,Poclain,Pacific Seal Supply,670211.0,536169.0,1,12.0
SKU-00726,Calzoni Adaptadores 297,Accesorios y Acoples,Adaptadores,Calzoni,Maestranza Integral,210591.0,133515.0,1,18.0
SKU-00727,Sun Hydraulics Sensores Presión 728,Instrumentación,Sensores Presión,Sun Hydraulics,Industrial Flow Partners,41276.0,31287.0,2,6.0
SKU-00728,Sun Hydraulics Izado 314,Winches,Izado,Sun Hydraulics,Maestranza Integral,5890655.0,4618274.0,2,36.0
SKU-00729,Calzoni Paleta 679,Bombas Hidráulicas,Paleta,Calzoni,Hydroline Andina,3934136.0,3104033.0,5,6.0
SKU-00730,Brevini Recuperación 976,Winches,Recuperación,Brevini,Pacific Seal Supply,1465409.0,1214824.0,1,12.0
SKU-00731,Olaer Monoblock 797,Comandos Direccionales,Monoblock,Olaer,Maestranza Integral,2137448.0,1810418.0,5,24.0
SKU-00732,Parker Agua-Aceite 516,Enfriadores,Agua-Aceite,Parker,Andes Motion,1335788.0,1011192.0,2,18.0
SKU-00733,Hydac Cartridge 530,Válvulas,Cartridge,Hydac,Andes Motion,409070.0,299439.0,2,
SKU-00734,KTR Agua-Aceite 806,Enfriadores,Agua-Aceite,KTR,Hydroline Andina,874939.0,731449.0,1,36.0
SKU-00735,Sun Hydraulics Diafragma 927,Acumuladores,Diafragma,Sun Hydraulics,Maestranza Integral,313564.0,253987.0,1,
SKU-00736,Olaer Pistones Axiales 342,Bombas Hidráulicas,Pistones Axiales,Olaer,Maestranza Integral,619107.0,521288.0,1,12.0
SKU-00737,Brevini Pistones 486,Motores Hidráulicos,Pistones,Brevini,Andes Motion,3867673.0,3090271.0,1,
SKU-00738,Denison Spin-On 157,Filtros,Spin-On,Denison,Hydroline Andina,110941.0,73443.0,2,
SKU-00739,Webtec Agua-Aceite 914,Enfriadores,Agua-Aceite,Webtec,Andes Motion,893114.0,714491.0,1,18.0
SKU-00740,Brevini Pistones 297,Acumuladores,Pistones,Brevini,Hydroline Andina,562255.0,409322.0,2,24.0
SKU-00741,Parker Engranaje 463,Motores Hidráulicos,Engranaje,Parker,Pacific Seal Supply,3623837.0,2909941.0,1,36.0
SKU-00742,Brevini Vejiga 625,Acumuladores,Vejiga,Brevini,Andes Motion,344011.0,286217.0,1,12.0
SKU-00743,Webtec Izado 477,Winches,Izado,Webtec,Pacific Seal Supply,5368721.0,4332558.0,2,24.0
SKU-00744,Danfoss Paleta 305,Bombas Hidráulicas,Paleta,Danfoss,Maestranza Integral,2355919.0,1757516.0,2,12.0
SKU-00745,Poclain Planetarios 972,Winches,Planetarios,Poclain,Tecfluid Norte,1541456.0,1299447.0,2,24.0
SKU-00746,Brevini Adaptadores 103,Accesorios y Acoples,Adaptadores,Brevini,Tecfluid Norte,107580.0,80793.0,1,18.0
SKU-00747,Sun Hydraulics Planetarios 509,Winches,Planetarios,Sun Hydraulics,Andes Motion,3931560.0,3424389.0,2,36.0
SKU-00748,Bezares Reductores Planetarios 699,Mandos Finales,Reductores Planetarios,Bezares,Hydroline Andina,1330864.0,1192454.0,5,18.0
SKU-00749,Parker Spin-On 667,Filtros,Spin-On,Parker,Maestranza Integral,30156.0,21562.0,5,6.0
SKU-00750,Argo Hytos Direccionales Múltiples 213,Comandos Direccionales,Direccionales Múltiples,Argo Hytos,Hydroline Andina,539064.0,437181.0,1,18.0
SKU-00751,Webtec Presión 247,Filtros,Presión,Webtec,Andes Motion,34897.0,20519.0,2,36.0
SKU-00752,Argo Hytos Reductores Planetarios 701,Mandos Finales,Reductores Planetarios,Argo Hytos,Pacific Seal Supply,3523008.0,3012172.0,1,
SKU-00753,Webtec Monoblock 600,Comandos Direccionales,Monoblock,Webtec,Maestranza Integral,899880.0,757699.0,1,24.0
SKU-00754,Poclain Monoblock 483,Comandos Direccionales,Monoblock,Poclain,Andes Motion,2002573.0,1517950.0,2,36.0
SKU-00755,Commercial Hydraulics Data Loggers 510,Instrumentación,Data Loggers,Commercial Hydraulics,Tecfluid Norte,436118.0,314441.0,2,18.0
SKU-00756,Danfoss Recuperación 486,Winches,Recuperación,Danfoss,Maestranza Integral,1707395.0,1495678.0,2,6.0
SKU-00757,Bezares Campanas 697,Accesorios y Acoples,Campanas,Bezares,Tecfluid Norte,139885.0,105753.0,2,24.0
SKU-00758,Hydac Pistones Radiales 491,Bombas Hidráulicas,Pistones Radiales,Hydac,Pacific Seal Supply,1613227.0,1303487.0,2,18.0
SKU-00759,FaberCom Paleta 759,Bombas Hidráulicas,Paleta,FaberCom,Maestranza Integral,1305468.0,1133146.0,2,24.0
SKU-00760,Sun Hydraulics Orbitales 356,Motores Hidráulicos,Orbitales,Sun Hydraulics,Hydroline Andina,769222.0,640762.0,2,6.0
SKU-00761,Argo Hytos Control Flujo 388,Válvulas,Control Flujo,Argo Hytos,Industrial Flow Partners,493126.0,393021.0,2,
SKU-00762,Calzoni Alta Presión 840,Filtros,Alta Presión,Calzoni,Pacific Seal Supply,92874.0,69470.0,1,18.0
SKU-00763,Bucher Hydraulics Microcontroladores 420,Control y Electrónica,Microcontroladores,Bucher Hydraulics,Maestranza Integral,643199.0,456671.0,2,12.0
SKU-00764,Scanreco Proporcionales 412,Comandos Direccionales,Proporcionales,Scanreco,Maestranza Integral,1164060.0,840451.0,1,24.0
SKU-00765,Bucher Hydraulics Joystick 433,Control y Electrónica,Joystick,Bucher Hydraulics,Industrial Flow Partners,1009444.0,779291.0,10,36.0
SKU-00766,Marzocchi Acoples Rotex 717,Accesorios y Acoples,Acoples Rotex,Marzocchi,Hydroline Andina,230925.0,173656.0,2,24.0
SKU-00767,Calzoni Tomas de Fuerza 562,Accesorios y Acoples,Tomas de Fuerza,Calzoni,Maestranza Integral,237430.0,182584.0,2,
SKU-00768,Poclain Izado 171,Winches,Izado,Poclain,Maestranza Integral,1073722.0,895484.0,2,
SKU-00769,Argo Hytos Vejiga 434,Acumuladores,Vejiga,Argo Hytos,Maestranza Integral,493370.0,385815.0,2,24.0
SKU-00770,Commercial Hydraulics Vejiga 310,Acumuladores,Vejiga,Commercial Hydraulics,Hydroline Andina,263375.0,209646.0,2,6.0
SKU-00771,Bucher Hydraulics Control Presión 246,Válvulas,Control Presión,Bucher Hydraulics,Maestranza Integral,492875.0,325297.0,2,12.0
SKU-00772,Calzoni Sensores Presión 140,Instrumentación,Sensores Presión,Calzoni,Pacific Seal Supply,490313.0,353516.0,2,18.0
SKU-00773,Webtec Joystick 929,Control y Electrónica,Joystick,Webtec,Industrial Flow Partners,1063143.0,803736.0,2,18.0
SKU-00774,Sun Hydraulics Reductores Planetarios 502,Mandos Finales,Reductores Planetarios,Sun Hydraulics,Maestranza Integral,7279745.0,5911153.0,1,36.0
SKU-00775,Sun Hydraulics Joystick 322,Control y Electrónica,Joystick,Sun Hydraulics,Maestranza Integral,364843.0,267065.0,1,36.0
SKU-00776,Casappa Data Loggers 358,Instrumentación,Data Loggers,Casappa,Hydroline Andina,597330.0,471293.0,2,18.0
SKU-00777,Danfoss Monoblock 508,Comandos Direccionales,Monoblock,Danfoss,Andes Motion,183589.0,138426.0,10,18.0
SKU-00778,Danfoss Proporcionales 184,Comandos Direccionales,Proporcionales,Danfoss,Hydroline Andina,716442.0,533033.0,2,18.0
SKU-00779,FaberCom Agua-Aceite 401,Enfriadores,Agua-Aceite,FaberCom,Maestranza Integral,1020957.0,861688.0,1,24.0
SKU-00780,Calzoni Pistones 321,Motores Hidráulicos,Pistones,Calzoni,Maestranza Integral,572409.0,447051.0,1,18.0
SKU-00781,Casappa Joystick 775,Control y Electrónica,Joystick,Casappa,Maestranza Integral,558367.0,453952.0,5,36.0
SKU-00782,Webtec Orbitales 344,Motores Hidráulicos,Orbitales,Webtec,Andes Motion,451593.0,396950.0,1,6.0
SKU-00783,Parker Direccionales Múltiples 198,Comandos Direccionales,Direccionales Múltiples,Parker,Andes Motion,186507.0,158158.0,1,6.0
SKU-00784,Commercial Hydraulics Planetarios 654,Winches,Planetarios,Commercial Hydraulics,Hydroline Andina,2786240.0,2471395.0,2,24.0
SKU-00785,Rexroth Vejiga 498,Acumuladores,Vejiga,Rexroth,Maestranza Integral,383568.0,308389.0,2,36.0
SKU-00786,Sun Hydraulics Proporcionales 520,Comandos Direccionales,Proporcionales,Sun Hydraulics,Hydroline Andina,1685949.0,1362247.0,1,
SKU-00787,Bucher Hydraulics Proporcionales 197,Válvulas,Proporcionales,Bucher Hydraulics,Hydroline Andina,577212.0,395390.0,5,6.0
SKU-00788,Calzoni Adaptadores 804,Accesorios y Acoples,Adaptadores,Calzoni,Industrial Flow Partners,231516.0,148402.0,1,36.0
SKU-00789,Poclain Alta Presión 113,Filtros,Alta Presión,Poclain,Tecfluid Norte,9977.0,5667.0,1,24.0
SKU-00790,Brevini Direccionales Múltiples 610,Comandos Direccionales,Direccionales Múltiples,Brevini,Hydroline Andina,855060.0,631889.0,1,
SKU-00791,Denison Direccional 436,Válvulas,Direccional,Denison,Andes Motion,183399.0,149287.0,5,18.0
SKU-00792,KTR Reductores Planetarios 868,Mandos Finales,Reductores Planetarios,KTR,Industrial Flow Partners,6466190.0,5787240.0,2,36.0
SKU-00793,KTR Paleta 812,Bombas Hidráulicas,Paleta,KTR,Tecfluid Norte,1203783.0,955804.0,5,6.0
SKU-00794,Brevini Microcontroladores 297,Control y Electrónica,Microcontroladores,Brevini,Andes Motion,649693.0,515856.0,1,18.0
SKU-00795,Argo Hytos Paleta 536,Bombas Hidráulicas,Paleta,Argo Hytos,Maestranza Integral,549153.0,431085.0,1,6.0
SKU-00796,Webtec Displays 559,Control y Electrónica,Displays,Webtec,Maestranza Integral,879925.0,691621.0,1,12.0
SKU-00797,Olaer Planetarios 617,Winches,Planetarios,Olaer,Andes Motion,940088.0,736089.0,1,18.0
SKU-00798,Denison Tomas de Fuerza 666,Accesorios y Acoples,Tomas de Fuerza,Denison,Andes Motion,9854.0,7006.0,5,24.0
SKU-00799,Olaer Microcontroladores 239,Control y Electrónica,Microcontroladores,Olaer,Andes Motion,583199.0,440898.0,5,18.0
SKU-00800,Argo Hytos Displays 525,Control y Electrónica,Displays,Argo Hytos,Maestranza Integral,1103552.0,903809.0,2,18.0
